MG - REDE DOM PEDRO DE POSTOS LTDA                                                                                                                         02/06/2026 09:49;;;;;;;;;;;
MEDIÇÃO DE TANQUE POR PERÍODO;;;;;;;;;;;
Período: 01/05/2026 a 31/05/2026;;;;;;;;;;;
Depósitos: ATIVOS;;;;;;;;;;;
Modo: ANALÍTICO;;;;;;;;;;;
Agrupar: COMBUSTÍVEL;;;;;;;;;;;
Exibir: SOMENTE COM ESTOQUE;;;;;;;;;;;
Empresa: 2 - MG S - REDE DOM PEDRO DE POSTOS LTDA (DP 1);;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 388 - 387;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-14;0;6688;0;6688;0;6378;348,091;310;38,1;38,7;0,8
2026-05-15;0;6378;0;6378;0;5993;359,576;385;-25,4;13,3;0,3
2026-05-16;0;5993;0;5993;0;5917;75,243;76;-0,8;12,5;0,2
2026-05-17;0;5917;0;5917;0;5459;425,445;458;-32,6;-20,1;-0,4
2026-05-18;0;5459;0;5459;0;5308;138,047;151;-13;-33,1;-0,6
2026-05-19;0;5308;0;5308;0;5007;217,786;301;-83,2;-116,3;-1,9
2026-05-20;0;5007;0;5007;0;4710;329,644;297;32,6;-83,7;-1,3
2026-05-21;0;4710;0;4710;0;4562;178,823;148;30,8;-52,9;-0,8
2026-05-22;0;4562;0;4562;0;4270;237,638;292;-54,4;-107,3;-1,6
2026-05-23;0;4270;0;4270;0;4125;185,945;145;40,9;-66,4;-1
2026-05-24;0;4125;0;4125;0;3767;346,682;358;-11,3;-77,7;-1,1
2026-05-25;0;3767;0;3767;0;3347;402,974;420;-17;-94,7;-1,2
2026-05-26;0;3347;5000;8347;0;8246;194,733;101;93,7;-1;0
2026-05-27;0;8246;0;8246;0;7934;314,541;312;2,5;1,5;0
2026-05-28;0;7934;0;7934;0;7466;462,781;468;-5,2;-3,7;0
2026-05-29;0;7466;0;7466;0;6921;509,645;545;-35,4;-39,1;-0,4
2026-05-30;0;6921;0;6921;0;6610;294,035;311;-17;-56,1;-0,6
2026-05-31;0;6610;0;6610;0;5459;407,291;1151;-743,7;-799,8;-8,1
Total acumulado combustível;9888,547;10688;-799,8;-1377,9;-26,6;;;;;;
Combustível: 7321 - ARLA A GRANEL;Tanques vinculados: 66;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;4900;0;4900;0;4310;588,996;590;-1;-1;-0,2
2026-05-02;0;4310;0;4310;0;3650;534,601;660;-125,4;-126,4;-11,2
2026-05-03;0;3650;0;3650;0;3420;235,698;230;5,7;-120,7;-8,9
2026-05-04;0;3420;0;3420;0;2920;506,814;500;6,8;-113,9;-6,1
2026-05-05;0;2920;4000;6920;0;6230;395,476;690;-294,5;-408,4;-18,1
2026-05-06;0;6230;0;6230;0;5350;879,175;880;-0,8;-409,2;-13
2026-05-07;0;5350;0;5350;0;4600;759,21;750;9,2;-400;-10,3
2026-05-08;0;4600;0;4600;0;4600;481,35;0;481,4;81,4;1,9
2026-05-09;0;4600;0;4600;0;3920;681,496;680;1,5;82,9;1,6
2026-05-10;0;3920;0;3920;0;3630;291,184;290;1,2;84,1;1,6
2026-05-11;0;3630;0;3630;0;3200;438,184;430;8,2;92,3;1,6
2026-05-12;0;3200;0;3200;0;2480;725,813;720;5,8;98,1;1,5
2026-05-13;0;2480;0;2480;0;2000;570,516;480;90,5;188,6;2,7
2026-05-14;0;2000;2000;4000;0;3500;518,308;500;18,3;206,9;2,7
2026-05-15;0;3500;0;3500;0;3100;472,625;400;72,6;279,5;3,5
2026-05-16;0;3100;0;3100;0;2590;514,366;510;4,4;283,9;3,3
2026-05-17;0;2590;0;2590;0;2260;333,79;330;3,8;287,7;3,2
2026-05-18;0;2260;0;2260;0;1891,457;368,543;368,543;0;287,7;3,1
2026-05-19;0;1891,457;6000;7891,457;0;7300;581,844;591,457;-9,6;278,1;2,8
2026-05-20;0;7300;0;7300;0;6660;644,918;640;4,9;283;2,7
2026-05-21;0;6660;0;6660;0;6260;405,22;400;5,2;288,2;2,6
2026-05-22;0;6260;0;6260;0;5800;402,612;460;-57,4;230,8;2
2026-05-23;0;5800;0;5800;0;5500;462,394;300;162,4;393,2;3,3
2026-05-24;0;5500;0;5500;0;5075;426,749;425;1,7;394,9;3,2
2026-05-25;0;5075;0;5075;0;4720;352,537;355;-2,5;392,4;3,1
2026-05-26;0;4720;0;4720;0;4400;292,787;320;-27,2;365,2;2,8
2026-05-27;0;4400;0;4400;0;4080;319,762;320;-0,2;365;2,8
2026-05-28;0;4080;0;4080;0;3480;603,4;600;3,4;368,4;2,7
2026-05-29;0;3480;0;3480;0;2900;575,513;580;-4,5;363,9;2,5
2026-05-30;0;2900;6000;8900;0;8000;609,88;900;-290,1;73,8;0,5
2026-05-31;0;8000;0;8000;0;7900;246,672;100;146,7;220,5;1,4
Total acumulado combustível;15220,433;15000;220,5;4410,9;-8,7;;;;;;
Total geral da empresa;710680,762;689197,15;21483,9;76526,8;-45,9;;;;;;
Empresa: 10 - MG - REDE DOM PEDRO DE POSTOS LTDA (DP CAETAN;;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 181;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;13573;0;13573;0;11222;2325,55;2351;-25,4;-25,4;-1,1
2026-05-02;0;11222;0;11222;0;10229;1027,604;993;34,6;9,2;0,3
2026-05-03;0;10229;0;10229;0;9517;718,699;712;6,7;15,9;0,4
2026-05-04;0;9517;5000;14517;0;10027;4346,116;4490;-143,9;-128;-1,5
2026-05-05;0;10027;0;10027;0;6820;3167,077;3207;-39,9;-167,9;-1,4
2026-05-06;0;6820;10000;16820;0;13070;3847,856;3750;97,9;-70;-0,5
2026-05-07;0;13070;0;13070;0;8898;4081,569;4172;-90,4;-160,4;-0,8
2026-05-08;0;8898;5000;13898;0;10430;3474,115;3468;6,1;-154,3;-0,7
2026-05-09;0;10430;5000;15430;0;14340;1100,641;1090;10,6;-143,7;-0,6
2026-05-10;0;14340;0;14340;0;11513;2865,101;2827;38,1;-105,6;-0,4
2026-05-11;0;11513;5000;16513;0;11513;4898,207;5000;-101,8;-207,4;-0,7
2026-05-12;0;11513;0;11513;0;7235;4176,399;4278;-101,6;-309;-0,9
2026-05-13;0;7235;9700;16935;0;12719;4310,592;4216;94,6;-214,4;-0,5
2026-05-14;0;12719;5000;17719;0;14549;3225,135;3170;55,1;-159,3;-0,4
2026-05-15;0;14549;0;14549;0;9619;4799,999;4930;-130;-289,3;-0,6
2026-05-16;0;9619;4700;14319;0;12358;1990,192;1961;29,2;-260,1;-0,5
2026-05-17;0;12358;0;12358;0;10330;1954,177;2028;-73,8;-333,9;-0,6
2026-05-18;0;10330;5000;15330;0;10027;5296,902;5303;-6,1;-340;-0,6
2026-05-19;0;10027;5000;15027;0;8172;6853,01;6855;-2;-342;-0,5
2026-05-20;0;8172;5000;13172;0;9414;3715,881;3758;-42,1;-384,1;-0,6
2026-05-21;0;9414;7000;16414;0;11799;4713,202;4615;98,2;-285,9;-0,4
2026-05-22;0;11799;5000;16799;0;13969;2816,942;2830;-13,1;-299;-0,4
2026-05-23;0;13969;0;13969;0;12449;1433,545;1520;-86,5;-385,5;-0,5
2026-05-24;0;12449;0;12449;0;8276;4140,226;4173;-32,8;-418,3;-0,5
2026-05-25;0;8276;0;8276;0;4103;4030,853;4173;-142,1;-560,4;-0,7
2026-05-26;0;4103;12000;16103;0;12266;3916,028;3837;79;-481,4;-0,5
2026-05-27;0;12266;5000;17266;0;11319;5930,693;5947;-16,3;-497,7;-0,5
2026-05-28;0;11319;5000;16319;0;10928;5425,491;5391;34,5;-463,2;-0,5
2026-05-29;0;10928;5000;15928;0;11026;4858,957;4902;-43;-506,2;-0,5
2026-05-30;0;11026;5000;16026;0;12719;3335,859;3307;28,9;-477,3;-0,4
2026-05-31;0;12719;0;12719;0;10229;2342,427;2490;-147,6;-624,9;-0,6
Total acumulado combustível;111119,045;111744;-624,9;-8769,5;-17,7;;;;;;
Combustível: 2 - GASOLINA COMUM;Tanques vinculados: 177;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;13732;5000;18732;0;14617;4162,11;4115;47,1;47,1;1,1
2026-05-02;0;14617;5000;19617;0;15961;3730,502;3656;74,5;121,6;1,5
2026-05-03;0;15961;0;15961;0;11177;4509,439;4784;-274,6;-153;-1,2
2026-05-04;0;11177;10000;21177;0;17315;4091,597;3862;229,6;76,6;0,5
2026-05-05;0;17315;0;17315;0;13630;3441,34;3685;-243,7;-167,1;-0,8
2026-05-06;0;13630;10000;23630;0;16338;7510,364;7292;218,4;51,3;0,2
2026-05-07;0;16338;0;16338;0;12803;3368,74;3535;-166,3;-115;-0,4
2026-05-08;0;12803;0;12803;0;8880;3811,774;3923;-111,2;-226,2;-0,7
2026-05-09;0;8880;10000;18880;0;14012;4940,898;4868;72,9;-153,3;-0,4
2026-05-10;0;14012;0;14012;0;10014;3964,378;3998;-33,6;-186,9;-0,4
2026-05-11;0;10014;10000;20014;0;16686;3447,812;3328;119,8;-67,1;-0,1
2026-05-12;0;16686;0;16686;0;13115;3507,824;3571;-63,2;-130,3;-0,3
2026-05-13;0;13115;9700;22815;0;15383;7461,888;7432;29,9;-100,4;-0,2
2026-05-14;0;15383;5000;20383;0;16868;3553,434;3515;38,4;-62;-0,1
2026-05-15;0;16868;0;16868;0;11933;4748,004;4935;-187;-249;-0,4
2026-05-16;0;11933;5000;16933;0;12803;4202,496;4130;72,5;-176,5;-0,3
2026-05-17;0;12803;0;12803;0;9091;3837,053;3712;125,1;-51,4;-0,1
2026-05-18;0;9091;5000;14091;0;10226;3685,585;3865;-179,4;-230,8;-0,3
2026-05-19;0;10226;10000;20226;0;16959;3358,799;3267;91,8;-139;-0,2
2026-05-20;0;16959;0;16959;0;9091;7626,434;7868;-241,6;-380,6;-0,4
2026-05-21;0;9091;8000;17091;0;13732;3490,824;3359;131,8;-248,8;-0,3
2026-05-22;0;13732;0;13732;0;9407;4269,466;4325;-55,5;-304,3;-0,3
2026-05-23;0;9407;10000;19407;0;15674;3783,605;3733;50,6;-253,7;-0,3
2026-05-24;0;15674;0;15674;0;12203;3382,714;3471;-88,3;-342;-0,3
2026-05-25;0;12203;0;12203;0;7965;4134,973;4238;-103;-445;-0,4
2026-05-26;0;7965;10000;17965;0;14717;3427,62;3248;179,6;-265,4;-0,2
2026-05-27;0;14717;5000;19717;0;12803;6807,343;6914;-106,7;-372,1;-0,3
2026-05-28;0;12803;5000;17803;0;14617;3196,21;3186;10,2;-361,9;-0,3
2026-05-29;0;14617;0;14617;0;10093;4518,863;4524;-5,1;-367;-0,3
2026-05-30;0;10093;5000;15093;0;11362;3662,687;3731;-68,3;-435,3;-0,3
2026-05-31;0;11362;0;11362;0;7654;3522,742;3708;-185,3;-620,6;-0,5
Total acumulado combustível;133157,518;133778;-620,6;-6308,1;-6,5;;;;;;
Combustível: 2309 - DIESEL S 10;Tanques vinculados: 175 - 182;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;33338;40000;73338;0;46689;26756,997;26649;108;108;-9
2026-05-02;0;46689;20535;67224;0;46824;20454,834;20400;54,8;162,8;-4,4
2026-05-03;0;46824;10000;56824;0;31957;24506,02;24867;-361;-198,2;1,6
2026-05-04;0;31957;25000;56957;0;32881;23913,19;24076;-162,8;-361;-2,8
2026-05-05;0;32881;40000;72881;0;49683;23713,881;23198;515,9;154,9;3,3
2026-05-06;0;49683;20000;69683;0;39604;29536,413;30079;-542,6;-387,7;-4,4
2026-05-07;0;39604;30000;69604;0;40938;28786,883;28666;120,9;-266,8;-3,6
2026-05-08;0;40938;25000;65938;0;46456;19449,026;19482;-33;-299,8;-2,8
2026-05-09;0;46456;20000;66456;0;38064;28093,972;28392;-298;-597,8;1,2
2026-05-10;0;38064;25592,942;63656,942;0;36328;27244,906;27328,942;-84;-681,8;1,1
2026-05-11;0;36328;35000;71328;0;41539;29922,599;29789;133,6;-548,2;1
2026-05-12;0;41539;15000;56539;0;30084;26282,501;26455;-172,5;-720,7;0,8
2026-05-13;0;30084;27700;57784;0;33210;24383,493;24574;-190,5;-911,2;0,7
2026-05-14;0;33210;30000;63210;0;36773;26577,183;26437;140,2;-771;-1,6
2026-05-15;0;36773;40000;76773;0;50260;26765,679;26513;252,7;-518,3;1,4
2026-05-16;0;50260;16700;66960;0;41573;24940,916;25387;-446,1;-964,4;1,3
2026-05-17;0;41573;30000;71573;0;43192;28477,098;28381;96,1;-868,3;-2,2
2026-05-18;0;43192;30000;73192;0;45459;27895,92;27733;162,9;-705,4;-2
2026-05-19;0;45459;30000;75459;0;42127;32937,563;33332;-394,5;-1099,9;-2
2026-05-20;0;42127;30000;72127;0;39929;32382,954;32198;184,9;-915;-1,8
2026-05-21;0;39929;26000;65929;0;36631;29110,537;29298;-187,4;-1102,4;0,9
2026-05-22;0;36631;35000;71631;0;44035;27756,211;27596;160,2;-942,2;-9,2
2026-05-23;0;44035;20000;64035;0;37559;26305,106;26476;-170,9;-1113,1;-8,9
2026-05-24;0;37559;20000;57559;0;32271;25029,722;25288;-258,3;-1371,4;5,2
2026-05-25;0;32271;30000;62271;0;34148;28106,176;28123;-16,8;-1388,2;5
2026-05-26;0;34148;38000;72148;0;48950;23764,421;23198;566,4;-821,8;5,1
2026-05-27;0;48950;20000;68950;0;41753;26842,95;27197;-354;-1175,8;4,9
2026-05-28;0;41753;25000;66753;0;38479;28236,736;28274;-37,3;-1213,1;-7,8
2026-05-29;0;38479;35000;73479;0;45115;28402,866;28364;38,8;-1174,3;-7,4
2026-05-30;0;45115;20000;65115;0;37383;27490,653;27732;-241,4;-1415,7;4,2
2026-05-31;0;37383;35000;72383;0;40330;32067,804;32053;14,8;-1400,9;-6,9
Total acumulado combustível;836135,21;837535,942;-1400,9;-23508,7;-39,1;;;;;;
Combustível: 3 - ETANOL;Tanques vinculados: 17;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;9102;0;9102;0;8357;714,518;745;-30,5;-30,5;-4,3
2026-05-02;0;8357;0;8357;0;7281;1146,118;1076;70,1;39,6;2,1
2026-05-03;0;7281;0;7281;0;6046;1071,718;1235;-163,3;-123,7;-4,2
2026-05-04;0;6046;0;6046;0;5053;962,643;993;-30,4;-154,1;-4
2026-05-05;0;5053;0;5053;0;4210;861,247;843;18,2;-135,9;-2,9
2026-05-06;0;4210;0;4210;0;3078;1051,397;1132;-80,6;-216,5;-3,7
2026-05-07;0;3078;0;3078;0;2123;907,054;955;-47,9;-264,4;-3,9
2026-05-08;0;2123;5000;7123;0;6564;688,111;559;129,1;-135,3;-1,8
2026-05-09;0;6564;0;6564;0;5738;885,374;826;59,4;-75,9;-0,9
2026-05-10;0;5738;0;5738;0;4623;991,736;1115;-123,3;-199,2;-2,1
2026-05-11;0;4623;5000;9623;0;8716;1121,003;907;214;14,8;0,1
2026-05-12;0;8716;0;8716;0;8069;593,876;647;-53,1;-38,3;-0,3
2026-05-13;0;8069;0;8069;0;6827;1243,349;1242;1,3;-37;-0,3
2026-05-14;0;6827;0;6827;0;5886;874,562;941;-66,4;-103,4;-0,8
2026-05-15;0;5886;0;5886;0;4999;934,784;887;47,8;-55,6;-0,4
2026-05-16;0;4999;0;4999;0;3893;994,707;1106;-111,3;-166,9;-1,1
2026-05-17;0;3893;0;3893;0;3040;851,379;853;-1,6;-168,5;-1,1
2026-05-18;0;3040;0;3040;0;2076;882,827;964;-81,2;-249,7;-1,5
2026-05-19;0;2076;5000;7076;0;6670;691,482;406;285,5;35,8;0,2
2026-05-20;0;6670;0;6670;0;4999;1539,366;1671;-131,6;-95,8;-0,5
2026-05-21;0;4999;0;4999;0;3893;1037,105;1106;-68,9;-164,7;-0,8
2026-05-22;0;3893;0;3893;0;2789;1119,922;1104;15,9;-148,8;-0,7
2026-05-23;0;2789;5000;7789;0;6984;961,938;805;156,9;8,1;0
2026-05-24;0;6984;0;6984;0;6100;838,052;884;-45,9;-37,8;-0,2
2026-05-25;0;6100;0;6100;0;5201;861,178;899;-37,8;-75,6;-0,3
2026-05-26;0;5201;0;5201;0;4210;939,687;991;-51,3;-126,9;-0,5
2026-05-27;0;4210;5000;9210;0;8262;1083,656;948;135,7;8,8;0
2026-05-28;0;8262;0;8262;0;7229;1033,108;1033;0,1;8,9;0
2026-05-29;0;7229;0;7229;0;6193;1050,272;1036;14,3;23,2;0,1
2026-05-30;0;6193;0;6193;0;5147;933,667;1046;-112,3;-89,1;-0,3
2026-05-31;0;5147;0;5147;0;4409;770,234;738;32,2;-56,9;-0,2
Total acumulado combustível;29636,07;29693;-56,9;-2811,3;-34,3;;;;;;
Combustível: 7321 - ARLA A GRANEL;Tanques vinculados: 184;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;6400;5000;11400;0;9790;1397,955;1610;-212;-212;-15,2
2026-05-02;0;9790;0;9790;0;8623;1190,387;1167;23,4;-188,6;-7,3
2026-05-03;0;8623;0;8623;0;7800;990,473;823;167,5;-21,1;-0,6
2026-05-04;0;7800;0;7800;0;6750;954,882;1050;-95,1;-116,2;-2,6
2026-05-05;0;6750;5500;12250;0;10800;1399,288;1450;-50,7;-166,9;-2,8
2026-05-06;0;10800;0;10800;0;9200;1589,362;1600;-10,6;-177,5;-2,4
2026-05-07;0;9200;0;9200;0;7300;1893,79;1900;-6,2;-183,7;-2
2026-05-08;0;7300;4000;11300;0;10300;911,065;1000;-88,9;-272,6;-2,6
2026-05-09;0;10300;0;10300;0;9200;1183,836;1100;83,8;-188,8;-1,6
2026-05-10;0;9200;0;9200;0;8100;1076,443;1100;-23,6;-212,4;-1,7
2026-05-11;0;8100;0;8100;0;6500;1660,786;1600;60,8;-151,6;-1,1
2026-05-12;0;6500;4000;10500;0;8900;1483,28;1600;-116,7;-268,3;-1,7
2026-05-13;0;8900;0;8900;0;7750;1160,387;1150;10,4;-257,9;-1,5
2026-05-14;0;7750;0;7750;0;6500;1352,243;1250;102,2;-155,7;-0,9
2026-05-15;0;6500;4000;10500;0;8790;1505,434;1710;-204,6;-360,3;-1,8
2026-05-16;0;8790;0;8790;0;7500;1422,945;1290;132,9;-227,4;-1,1
2026-05-17;0;7500;0;7500;0;5900;1646,418;1600;46,4;-181;-0,8
2026-05-18;0;5900;0;5900;0;4300;1522,593;1600;-77,4;-258,4;-1,1
2026-05-19;0;4300;5500;9800;0;8500;1315,493;1300;15,5;-242,9;-0,9
2026-05-20;0;8500;0;8500;0;6500;1913,82;2000;-86,2;-329,1;-1,2
2026-05-21;0;6500;0;6500;0;5000;1684,097;1500;184,1;-145;-0,5
2026-05-22;0;5000;5000;10000;0;8250;1582,757;1750;-167,2;-312,2;-1
2026-05-23;0;8250;0;8250;0;6750;1559,147;1500;59,1;-253,1;-0,8
2026-05-24;0;6750;0;6750;0;5500;1239,174;1250;-10,8;-263,9;-0,8
2026-05-25;0;5500;0;5500;0;4000;1560,443;1500;60,4;-203,5;-0,6
2026-05-26;0;4000;6000;10000;0;8600;1348,817;1400;-51,2;-254,7;-0,7
2026-05-27;0;8600;0;8600;0;7100;1428,295;1500;-71,7;-326,4;-0,9
2026-05-28;0;7100;0;7100;0;5300;1891,869;1800;91,9;-234,5;-0,6
2026-05-29;0;5300;5500;10800;0;9000;1777,666;1800;-22,3;-256,8;-0,6
2026-05-30;0;9000;0;9000;0;7200;1858,534;1800;58,5;-198,3;-0,5
2026-05-31;0;7200;0;7200;0;5200;1969,936;2000;-30,1;-228,4;-0,5
Total acumulado combustível;45471,615;45700;-228,4;-6849,2;-58,4;;;;;;
Total geral da empresa;1155519,458;1158450,942;-2931,7;-48246,8;-156;;;;;;
Empresa: 11 - MG - REDE DOM PEDRO DE POSTOS LTDA (DP BETIM;;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 214;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;12938;21500;34438;0;29927;4897,741;4511;386,7;386,7;7,9
2026-05-02;0;29927;0;29927;0;26745;2983,639;3182;-198,4;188,3;2,4
2026-05-03;0;26745;0;26745;0;20998;5320,397;5747;-426,6;-238,3;-1,8
2026-05-04;0;20998;9700;30698;0;21895;9011,153;8803;208,2;-30,1;-0,1
2026-05-05;0;21895;5000;26895;0;16684;10103,273;10211;-107,7;-137,8;-0,4
2026-05-06;0;16684;10000;26684;0;19783;7008,784;6901;107,8;-30;-0,1
2026-05-07;0;19783;15000;34783;0;27119;7733,333;7664;69,3;39,3;0,1
2026-05-08;0;27119;5000;32119;0;25027;7094,854;7092;2,9;42,2;0,1
2026-05-09;0;25027;4700;29727;0;25577;3018,381;4150;-1131,6;-1089,4;-1,9
2026-05-10;0;25577;0;25577;0;22777;3869,914;2800;1069,9;-19,5;0
2026-05-11;0;22777;4700;27477;0;14964;12442,046;12513;-71;-90,5;-0,1
2026-05-12;0;14964;0;14964;0;2378;12320,9;12586;-265,1;-355,6;-0,4
2026-05-13;0;2378;30000;32378;0;25037;7705,175;7341;364,2;8,6;0
2026-05-14;0;25037;0;25037;0;11705;13229,574;13332;-102,4;-93,8;-0,1
2026-05-15;0;11705;20000;31705;0;23212;8710,029;8493;217;123,2;0,1
2026-05-16;0;23212;5000;28212;0;21746;6193,425;6466;-272,6;-149,4;-0,1
2026-05-17;0;21746;0;21746;0;15746;6014,534;6000;14,5;-134,9;-0,1
2026-05-18;0;15746;15000;30746;0;19323;10666,756;11423;-756,2;-891,1;-0,6
2026-05-19;0;19323;10000;29323;0;18086;11962,041;11237;725;-166,1;-0,1
2026-05-20;0;18086;5000;23086;0;11246;11833,575;11840;-6,4;-172,5;-0,1
2026-05-21;0;11246;14400;25646;0;15902;9926,835;9744;182,8;10,3;0
2026-05-22;0;15902;19400;35302;0;23642;11301,061;11660;-358,9;-348,6;-0,2
2026-05-23;0;23642;9400;33042;0;26618;6826,261;6424;402,3;53,7;0
2026-05-24;0;26618;0;26618;0;20998;5539,804;5620;-80,2;-26,5;0
2026-05-25;0;20998;10000;30998;0;19630;10911,062;11368;-456,9;-483,4;-0,2
2026-05-26;0;19630;5000;24630;0;14339;10232,656;10291;-58,3;-541,7;-0,2
2026-05-27;0;14339;11500;25839;0;14027;12174,86;11812;362,9;-178,8;-0,1
2026-05-28;0;14027;14700;28727;0;17776;10950,02;10951;-1;-179,8;-0,1
2026-05-29;0;17776;17000;34776;0;25973;8908,38;8803;105,4;-74,4;0
2026-05-30;0;25973;4700;30673;0;25973;4827,255;4700;127,3;52,9;0
2026-05-31;0;25973;0;25973;0;20241;4083,71;5732;-1648,3;-1595,4;-0,6
Total acumulado combustível;257801,428;259397;-1595,4;-6122,4;3,3;;;;;;
Combustível: 14110 - DIESEL S 10 ADITIVADO;Tanques vinculados: 226;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;10036;0;10036;0;8850;1245,948;1186;59,9;59,9;4,8
2026-05-02;0;8850;0;8850;0;8703;152,55;147;5,6;65,5;4,7
2026-05-03;0;8703;0;8703;0;8412;362,914;291;71,9;137,4;7,8
2026-05-04;0;8412;0;8412;0;6025;2352,193;2387;-34,8;102,6;2,5
2026-05-05;0;6025;5000;11025;0;9440;1476,708;1585;-108,3;-5,7;-0,1
2026-05-06;0;9440;0;9440;0;6296;2463,079;3144;-680,9;-686,6;-8,5
2026-05-07;0;6296;0;6296;0;6160;930,619;136;794,6;108;1,2
2026-05-08;0;6160;0;6160;0;3491;2589,017;2669;-80;28;0,2
2026-05-09;0;3491;0;3491;0;2274;1688,859;1217;471,9;499,9;3,8
2026-05-10;0;2274;0;2274;0;2274;14,551;0;14,6;514,5;3,9
2026-05-11;0;2274;0;2274;0;2274;0,44;0;0,4;514,9;3,9
2026-05-12;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-13;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-14;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-15;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-16;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-17;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-18;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-19;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-20;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-21;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-22;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-23;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-24;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-25;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-26;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-27;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-28;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-29;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-30;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
2026-05-31;0;2274;0;2274;0;2274;0;0;0;514,9;3,9
Total acumulado combustível;13276,878;12762;514,9;11636,4;102,2;;;;;;
Combustível: 2 - GASOLINA COMUM;Tanques vinculados: 212 - 221 - 220 - 217;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;28826;10000;38826;0;32844;5831,735;5982;-150,3;-150,3;-19,3
2026-05-02;0;32844;5000;37844;0;32202;5522,665;5642;-119,4;-269,7;-6
2026-05-03;0;32202;0;32202;0;28640;3207,128;3562;-354,8;-624,5;270,6
2026-05-04;0;28640;5000;33640;0;26841;6879,135;6799;80,2;-544,3;-7,6
2026-05-05;0;26841;5000;31841;0;25257;6314,326;6584;-269,7;-814;-17,9
2026-05-06;0;25257;10000;35257;0;24402;10377,666;10855;-477,4;-1291,4;1,2
2026-05-07;0;24402;10000;34402;0;28765;6258,106;5637;621,1;-670,3;44,2
2026-05-08;0;28765;10000;38765;0;30193;7521,426;8572;-1050,5;-1720,8;-29,3
2026-05-09;0;30193;4700;34893;0;29521;6364,41;5372;992,4;-728,4;-11,3
2026-05-10;0;29521;0;29521;0;24548;3758,266;4973;-1214,7;-1943,1;43,5
2026-05-11;0;24548;9400;33948;0;27887;7147,395;6061;1086,4;-856,7;-2,3
